name,brand,opening_hours,lat,lon,city,state,customer_id,segment,warehouse
Soriana Súper,Soriana,Mo-Su 08:00-22:00,18.8621399,-97.1075053,Orizaba,Veracruz,0121598592,bronze,CEDI-05 · Veracruz
Soriana,Soriana,,19.179984,-96.1550468,Veracruz,Veracruz,0199914631,bronze,CEDI-05 · Veracruz
Soriana,Soriana,,20.5521386,-100.8262187,Celaya,Guanajuato,0381057151,gold,CEDI-10 · Santiago de Queretaro
Soriana,Soriana,,20.5206501,-100.8291449,Celaya,Guanajuato,0392832636,bronze,CEDI-10 · Santiago de Queretaro
MEGA Soriana,Soriana,,16.728975,-92.6582717,San Cristobal de las Casas,Chiapas,0034181844,bronze,CEDI-07 · Villahermosa
MEGA Soriana,Soriana,,29.5497353,-104.4228677,Manuel Ojinaga,Chihuahua,0868252879,silver,CEDI-11 · Chihuahua
Soriana,Soriana,,25.4438238,-100.9616827,Saltillo,Coahuila,0647871598,silver,CEDI-12 · Guadalupe
MEGA Soriana,Soriana,,19.3431759,-99.1071334,Iztapalapa,Mexico City,0292205241,silver,CEDI-09 · Puebla
MEGA Soriana,Soriana,,32.5306759,-117.0105449,Tijuana,Baja California,0420969602,silver,CEDI-04 · San Luis
Soriana,Soriana,,20.9475752,-97.3856953,La Victoria (La Penita),Veracruz,0454081220,silver,CEDI-02 · Tampico
Soriana,Soriana,"Mo-Su,PH 09:00-22:00",25.7341591,-100.1989359,Apodaca,Nuevo Leon,0613104777,silver,CEDI-12 · Guadalupe
Soriana,Soriana,,25.7800735,-100.2856991,General Escobedo,Nuevo Leon,0528220136,bronze,CEDI-12 · Guadalupe
MEGA Soriana,Soriana,,28.1897719,-105.4595687,Ciudad Delicias,Chihuahua,0251969710,silver,CEDI-11 · Chihuahua
Soriana,Soriana,,21.1549058,-86.8900264,Cancun,Quintana Roo,0685307951,silver,CEDI-03 · Merida
Soriana,Soriana,,19.6191447,-99.0280956,Santo Tomas Chiconautla,Mexico,0700316835,silver,CEDI-09 · Puebla
Soriana,Soriana,,19.8270457,-90.5525252,Campeche,Campeche,0034787478,silver,CEDI-03 · Merida
MEGA Soriana,Soriana,,28.6212638,-106.0492372,Chihuahua,Chihuahua,0106734104,silver,CEDI-11 · Chihuahua
Soriana Express,Soriana,,19.8605089,-90.4922816,Campeche,Campeche,0793120196,gold,CEDI-03 · Merida
Soriana,Soriana,,20.667132,-103.3598767,Guadalajara,Jalisco,0382377306,silver,CEDI-08 · Guadalajara
Soriana Mercado,Soriana,,25.9161616,-100.1898731,Villas de Alcala,Nuevo Leon,0899547354,bronze,CEDI-12 · Guadalupe
Soriana Híper,Soriana,,19.3674819,-99.0048877,Los Reyes La Paz,Mexico,0289070140,silver,CEDI-09 · Puebla
Soriana Mercado,Soriana,Mo-Su 07:00-22:00,18.8462026,-97.1040881,Orizaba,Veracruz,0625452951,bronze,CEDI-05 · Veracruz
Soriana,Soriana,,31.8589119,-116.6053241,Ensenada,Baja California,0763181853,silver,CEDI-04 · San Luis
Soriana,Soriana,,23.1848107,-102.8627005,Fresnillo,Zacatecas,0679642528,bronze,CEDI-06 · Victoria de Durango
Soriana,Soriana,,23.8292634,-103.0413466,Rio Grande,Zacatecas,0457359255,bronze,CEDI-06 · Victoria de Durango
Soriana,Soriana,,20.0599769,-97.0629369,Martinez de la Torre,Veracruz,0735255630,silver,CEDI-05 · Veracruz
Soriana,Soriana,,29.1236396,-110.9521012,Hermosillo,Sonora,0938476978,bronze,CEDI-13 · Hermosillo
Soriana Mercado,Soriana,,19.0895285,-96.152518,Fraccionamiento Arboledas San Ramon,Veracruz,0546290197,silver,CEDI-05 · Veracruz
Soriana,Soriana,,25.7794192,-100.4083274,Mitras Poniente,Nuevo Leon,0674002088,silver,CEDI-12 · Guadalupe
MEGA Soriana,Soriana,,31.7230885,-106.4710497,Ciudad Juarez,Chihuahua,0517379290,bronze,CEDI-11 · Chihuahua
Soriana Mercado,Soriana,,22.1668331,-100.9766844,San Luis Potosi,San Luis Potosi,0176505195,gold,CEDI-10 · Santiago de Queretaro
Soriana,Soriana,,20.2760897,-98.9526549,Actopan,Hidalgo,0259351776,silver,CEDI-09 · Puebla
Soriana Express Caborca,Soriana,,30.7151127,-112.1486614,Heroica Caborca,Sonora,0068300699,silver,CEDI-13 · Hermosillo
MEGA Soriana,Soriana,,25.6582787,-100.3668273,Garza Garcia,Nuevo Leon,0238219858,bronze,CEDI-12 · Guadalupe
Soriana Express,Soriana,,19.8100933,-101.781706,Zacapu,Michoacan,0909397960,bronze,CEDI-10 · Santiago de Queretaro
Soriana Híper,Soriana,,21.8964875,-102.3107161,Aguascalientes,Aguascalientes,0046724502,bronze,CEDI-10 · Santiago de Queretaro
Soriana,Soriana,,28.6670256,-106.1277641,Chihuahua,Chihuahua,0037663551,silver,CEDI-11 · Chihuahua
Soriana,Soriana,,32.4713937,-116.9501927,San Luis,Baja California,0375816144,gold,CEDI-04 · San Luis
Soriana,Soriana,,17.9868938,-94.5504625,Minatitlan,Veracruz,0951921689,silver,CEDI-07 · Villahermosa
Soriana,Soriana,,25.7955523,-100.5827832,Garcia,Nuevo Leon,0990071012,silver,CEDI-12 · Guadalupe
Soriana,Soriana,,19.3285481,-99.1536603,Coyoacan,Mexico City,0410449885,silver,CEDI-09 · Puebla
Soriana,Soriana,,32.4643524,-116.9315202,San Luis,Baja California,0824342005,silver,CEDI-04 · San Luis
Soriana,Soriana,,17.5269135,-99.4946742,Chilpancingo de los Bravos,Guerrero,0945748013,silver,CEDI-09 · Puebla
Soriana,Soriana,,19.6327327,-99.0335392,Santo Tomas Chiconautla,Mexico,0353202804,gold,CEDI-09 · Puebla
MEGA Soriana,Soriana,,17.543262,-99.5032656,Chilpancingo de los Bravos,Guerrero,0608881853,silver,CEDI-09 · Puebla
Soriana,Soriana,,22.3960751,-97.932133,Altamira,Tamaulipas,0522623529,bronze,CEDI-02 · Tampico
Soriana,Soriana,,25.6554893,-100.1204547,Hector Caballero,Nuevo Leon,0109699497,silver,CEDI-12 · Guadalupe
Soriana,Soriana,,18.2653434,-93.2198624,Comalcalco,Tabasco,0633074274,gold,CEDI-07 · Villahermosa
Soriana,Soriana,,18.2742443,-93.2198741,Comalcalco,Tabasco,0591059866,gold,CEDI-07 · Villahermosa
Soriana,Soriana,,18.1764299,-93.0731691,Jalpa de Mendez,Tabasco,0979533604,silver,CEDI-07 · Villahermosa
Soriana Express,Soriana,,20.7476851,-105.2553013,San Clemente de Lima,Nayarit,0306990819,gold,CEDI-08 · Guadalajara
Soriana,Soriana,,31.8500752,-116.6063045,Ensenada,Baja California,0092948341,silver,CEDI-04 · San Luis
Soriana,Soriana,,32.5004803,-116.8981463,Terrazas del Valle,Baja California,0085010588,gold,CEDI-04 · San Luis
Soriana,Soriana,,16.8511993,-99.8541149,Acapulco de Juarez,Guerrero,0900425345,gold,CEDI-09 · Puebla
Soriana,Soriana,,19.617961,-99.3066346,Nicolas Romero,Mexico,0643802602,gold,CEDI-09 · Puebla
Soriana,Soriana,,25.8924423,-100.2612026,Emiliano Zapata,Nuevo Leon,0171337665,bronze,CEDI-12 · Guadalupe
Soriana,Soriana,,19.4020536,-98.9870217,Poligonos,Mexico,0879314620,silver,CEDI-09 · Puebla
Soriana,Soriana,,25.642896,-100.0892881,Juarez,Nuevo Leon,0336651012,bronze,CEDI-12 · Guadalupe
MEGA Soriana,Soriana,,26.0716632,-98.3220235,Reynosa,Tamaulipas,0341282677,gold,CEDI-12 · Guadalupe
Soriana,Soriana,,19.6311299,-99.1192093,Coacalco,Mexico,0902416724,silver,CEDI-09 · Puebla
Soriana Híper,Soriana,,24.117409,-110.3361255,La Paz,Baja California Sur,0269626591,silver,CEDI-01 · La Paz
Soriana Express,Soriana,Mo-Su 08:00-22:00,19.8837249,-103.5931089,Sayula,Jalisco,0727499747,silver,CEDI-08 · Guadalajara
Soriana,Soriana,,20.7489501,-105.3120565,Bucerias,Nayarit,0634191366,silver,CEDI-08 · Guadalajara
Soriana Mercado,Soriana,,20.3542742,-102.7818465,Ocotlan,Jalisco,0953081197,silver,CEDI-08 · Guadalajara
Soriana Express,Soriana,,19.6310272,-103.4211566,Zapotiltic,Jalisco,0415700313,bronze,CEDI-08 · Guadalajara
Soriana Mercado,Soriana,,19.9724888,-102.2933667,Zamora,Michoacan,0653847807,bronze,CEDI-10 · Santiago de Queretaro
Soriana Súper,Soriana,,20.6351334,-103.399341,Guadalajara,Jalisco,0185997067,gold,CEDI-08 · Guadalajara
Soriana,Soriana,,14.9866399,-92.1608359,Cacahoatan,Chiapas,0545288533,silver,CEDI-07 · Villahermosa
Soriana,Soriana,,25.5128356,-103.3952934,Torreon,Coahuila,0848859374,silver,CEDI-06 · Victoria de Durango
Soriana Híper,Soriana,,20.7158158,-103.321056,Zapopan,Jalisco,0348454443,silver,CEDI-08 · Guadalajara
Soriana,Soriana,,22.0019836,-99.0083007,Ciudad Valles,San Luis Potosi,0382219311,gold,CEDI-02 · Tampico
Soriana Mercado,Soriana,,24.8492125,-99.5701429,Linares,Nuevo Leon,0449412376,bronze,CEDI-12 · Guadalupe
Soriana,Soriana,Mo-Su 07:00-22:00,26.0880716,-98.3018987,Reynosa,Tamaulipas,0374385121,gold,CEDI-12 · Guadalupe
Soriana,Soriana,,19.6597968,-99.0813723,Alborada Jaltenco,Mexico,0873039038,silver,CEDI-09 · Puebla
Soriana,Soriana,,14.8916636,-92.2764016,Tapachula,Chiapas,0074678739,silver,CEDI-07 · Villahermosa
Soriana,Soriana,,21.0926272,-89.2840494,Motul,Yucatan,0887837317,bronze,CEDI-03 · Merida
Soriana,Soriana,,20.5480213,-97.4499292,Poza Rica de Hidalgo,Veracruz,0980054806,bronze,CEDI-05 · Veracruz
Soriana,Soriana,,19.1924559,-96.1390677,Veracruz,Veracruz,0239243910,silver,CEDI-05 · Veracruz
Soriana,Soriana,,18.451962,-95.2267482,San Andres Tuxtla,Veracruz,0525147028,silver,CEDI-05 · Veracruz
Soriana,Soriana,,20.495734,-97.4711915,Coatzintla,Veracruz,0098688085,bronze,CEDI-05 · Veracruz
Soriana,Soriana,,17.9397943,-94.9106489,Acayucan,Veracruz,0390904406,bronze,CEDI-07 · Villahermosa
Soriana Mercado,Soriana,,19.2428035,-103.7369796,Colima,Colima,0956493791,silver,CEDI-08 · Guadalajara
Soriana,Soriana,,26.3989069,-99.0291239,Ciudad Miguel Aleman,Tamaulipas,0789787101,silver,CEDI-12 · Guadalupe
Soriana Híper,Soriana,,25.5334559,-103.4067948,Torreon,Coahuila,0640461102,silver,CEDI-06 · Victoria de Durango
Soriana,Soriana,,29.0240025,-110.9462103,Hermosillo,Sonora,0107492707,bronze,CEDI-13 · Hermosillo
MEGA Soriana,Soriana,,29.0348971,-110.9380502,Hermosillo,Sonora,0265156894,silver,CEDI-13 · Hermosillo
Soriana Súper,Soriana,,18.6338882,-95.5230658,Lerdo de Tejada,Veracruz,0993494215,gold,CEDI-05 · Veracruz
Soriana Súper,Soriana,,18.4236978,-95.1203563,Catemaco,Veracruz,0538841613,bronze,CEDI-05 · Veracruz
Soriana Súper,Soriana,,18.9910103,-97.4471218,Ciudad Serdan,Puebla,0704046834,silver,CEDI-05 · Veracruz
Soriana Súper,Soriana,,32.6389979,-115.3844775,Islas Agrarias Grupo A,Baja California,0954878943,silver,CEDI-04 · San Luis
Soriana Súper,Soriana,,20.9450856,-89.6304379,Merida,Yucatan,0280673977,bronze,CEDI-03 · Merida
Soriana Híper,Soriana,,20.9722842,-89.6643619,Merida,Yucatan,0226037699,bronze,CEDI-03 · Merida
Soriana Súper,Soriana,,19.934047,-96.8501007,Misantla,Veracruz,0392460714,silver,CEDI-05 · Veracruz
Soriana Híper,Soriana,,21.0295562,-89.6233353,Merida,Yucatan,0406620147,bronze,CEDI-03 · Merida
Soriana Súper,Soriana,,20.6759857,-103.3976263,Guadalajara,Jalisco,0757966361,silver,CEDI-08 · Guadalajara
Soriana Express,Soriana,,19.3384573,-90.7271102,Champoton,Campeche,0765687698,bronze,CEDI-03 · Merida
Soriana Híper,Soriana,Mo-Su 07:00-18:00,15.7708647,-96.1409627,Crucecita,Oaxaca,0300480380,bronze,CEDI-07 · Villahermosa
MEGA Soriana,Soriana,,19.4555986,-99.1372254,Cuauhtemoc,Mexico City,0983566573,bronze,CEDI-09 · Puebla
MEGA Soriana,Soriana,,19.3438858,-99.0283609,Iztapalapa,Mexico City,0763495373,bronze,CEDI-09 · Puebla
Soriana Híper,Soriana,24/7,20.7068698,-105.2723471,Las Jarretaderas,Nayarit,0775144044,silver,CEDI-08 · Guadalajara
Soriana Híper,Soriana,,23.2371997,-106.4208897,Mazatlan,Sinaloa,0721256212,gold,CEDI-06 · Victoria de Durango
Soriana Híper,Soriana,,19.503848,-99.2044355,Vista Hermosa,Mexico,0609006270,bronze,CEDI-09 · Puebla
MEGA Soriana,Soriana,,27.8790334,-101.5154513,Melchor Muzquiz,Coahuila,0617881794,silver,CEDI-12 · Guadalupe
MEGA Soriana,Soriana,,28.6387139,-106.079212,Chihuahua,Chihuahua,0172442072,bronze,CEDI-11 · Chihuahua
Soriana Híper,Soriana,,24.1250654,-110.3133258,La Paz,Baja California Sur,0804920619,bronze,CEDI-01 · La Paz
Soriana Súper,Soriana,,19.2719954,-99.471818,Ocoyoacac,Morelos,0127620529,silver,CEDI-09 · Puebla
Soriana Súper,Soriana,,20.9939878,-89.6522443,Merida,Yucatan,0938261796,bronze,CEDI-03 · Merida
MEGA Soriana,Soriana,,31.5974157,-106.3077328,San Elizario,Texas,0538686369,gold,CEDI-11 · Chihuahua
Chedraui,Chedraui,,19.3039413,-99.1184067,Xochimilco,Mexico City,0673265080,silver,CEDI-09 · Puebla
Chedraui,Chedraui,,21.153574,-86.8412431,Cancun,Quintana Roo,0257805255,bronze,CEDI-03 · Merida
Chedraui,Chedraui,,18.1396087,-94.4653294,Coatzacoalcos,Veracruz,0551140414,bronze,CEDI-07 · Villahermosa
Chedraui,Chedraui,,18.1474435,-94.4348042,Coatzacoalcos,Veracruz,0910619744,bronze,CEDI-07 · Villahermosa
Chedraui,Chedraui,,19.0704537,-98.2058176,Puebla,Puebla,0918121996,gold,CEDI-09 · Puebla
Chedraui,Chedraui,,18.6423821,-91.8213365,Ciudad del Carmen,Campeche,0094205510,bronze,CEDI-07 · Villahermosa
Chedraui,Chedraui,Mo-Su 07:00-23:00,17.0783866,-96.7086453,Oaxaca de Juarez,Oaxaca,0424277704,gold,CEDI-05 · Veracruz
Chedraui,Chedraui,Mo-Su 07:00-23:00,19.5277841,-96.9340971,Xalapa de Enriquez,Veracruz,0772465611,silver,CEDI-05 · Veracruz
Chedraui,Chedraui,,19.5285624,-96.9218898,Xalapa de Enriquez,Veracruz,0351306283,bronze,CEDI-05 · Veracruz
Chedraui,Chedraui,,19.5381487,-96.9066077,Xalapa de Enriquez,Veracruz,0094305970,bronze,CEDI-05 · Veracruz
Chedraui,Chedraui,,16.7502858,-93.0929412,Tuxtla Gutierrez,Chiapas,0427405655,bronze,CEDI-07 · Villahermosa
Chedraui,Chedraui,,18.9209607,-99.1977917,Loma Bonita,Morelos,0867328365,bronze,CEDI-09 · Puebla
Chedraui,Chedraui,"Mo-Su,PH 07:00-22:00",20.211595,-87.4496381,Tulum,Quintana Roo,0964286538,gold,CEDI-03 · Merida
Chedraui,Chedraui,,21.1580146,-86.8260217,Cancun,Quintana Roo,0897111899,silver,CEDI-03 · Merida
Chedraui,Chedraui,,19.5293699,-99.1573554,Tlalnepantla,Mexico,0423920018,bronze,CEDI-09 · Puebla
Chedraui,Chedraui,,20.5482897,-97.4512231,Poza Rica de Hidalgo,Veracruz,0628455353,bronze,CEDI-05 · Veracruz
Chedraui,Chedraui,,18.0918292,-96.1309293,Tuxtepec,Oaxaca,0577921974,bronze,CEDI-05 · Veracruz
Chedraui,Chedraui,,19.2586396,-99.6283644,San Jorge Pueblo Nuevo,Mexico,0300143513,bronze,CEDI-09 · Puebla
Chedraui,Chedraui,Mo-Su 07:00-24:00,15.8626046,-97.0673158,Puerto Escondido,Oaxaca,0486623102,bronze,CEDI-05 · Veracruz
Chedraui,Chedraui,"Mo-Su,PH 07:00-23:00",20.625147,-87.0845022,Playa del Carmen,Quintana Roo,0009151634,bronze,CEDI-03 · Merida
Chedraui,Chedraui,,24.01166,-104.6609602,Victoria de Durango,Durango,0090107690,gold,CEDI-06 · Victoria de Durango
Chedraui,Chedraui,,20.6169069,-100.4086535,Sergio Villasenor,Queretaro,0261436675,bronze,CEDI-10 · Santiago de Queretaro
Chedraui,Chedraui,,18.1068747,-95.8792993,Estacion Dobladero,Veracruz,0707234436,silver,CEDI-05 · Veracruz
Chedraui,Chedraui,,19.4691563,-99.1147041,Gustavo A. Madero,Mexico City,0738595576,silver,CEDI-09 · Puebla
Chedraui,Chedraui,,21.4849424,-104.8759082,Tepic,Nayarit,0602873771,silver,CEDI-08 · Guadalajara
Chedraui,Chedraui,,17.9558311,-94.9204146,Acayucan,Veracruz,0475033550,silver,CEDI-07 · Villahermosa
Super Chedraui,Chedraui,,18.0766706,-94.4079459,Villa Nanchital,Veracruz,0118756198,silver,CEDI-07 · Villahermosa
Chedraui,Chedraui,,19.6792459,-101.2164442,Morelos,Michoacan,0427324841,silver,CEDI-10 · Santiago de Queretaro
Chedraui,Chedraui,,19.0494321,-98.1704878,Puebla,Puebla,0128722694,gold,CEDI-09 · Puebla
Chedraui,Chedraui,,21.993248,-99.021231,Ciudad Valles,San Luis Potosi,0702529038,silver,CEDI-02 · Tampico
Chedraui,Chedraui,,19.48248,-99.0358475,Colonia Gustavo Baz Prada,Mexico,0874654248,bronze,CEDI-09 · Puebla
Chedraui,Chedraui,,19.8072298,-97.3662678,Teziutlan,Puebla,0943849275,bronze,CEDI-05 · Veracruz
Chedraui,Chedraui,,19.3101737,-99.6359662,Toluca,Mexico,0569771250,silver,CEDI-09 · Puebla
Super Chedraui,Chedraui,,21.2870434,-89.6630928,Progreso de Castro,Yucatan,0627950968,gold,CEDI-03 · Merida
Chedraui,Chedraui,,21.0050543,-89.6895444,Caucel,Yucatan,0602250455,silver,CEDI-03 · Merida
Chedraui,Chedraui,,19.5478602,-96.9333317,Xalapa de Enriquez,Veracruz,0142406934,silver,CEDI-05 · Veracruz
Chedraui,Chedraui,,24.0981428,-110.3276081,La Paz,Baja California Sur,0185937474,silver,CEDI-01 · La Paz
Chedraui,Chedraui,Mo-Su 07:00-23:00,20.9600393,-89.6405156,Merida,Yucatan,0846567304,bronze,CEDI-03 · Merida
Super Chedraui,Chedraui,,17.5486655,-98.5740383,Tlapa de Comonfort,Guerrero,0879468137,bronze,CEDI-09 · Puebla
Chedraui,Chedraui,,19.5374083,-96.9207854,Xalapa de Enriquez,Veracruz,0598677210,bronze,CEDI-05 · Veracruz
Chedraui,Chedraui,,14.8944379,-92.276085,Tapachula,Chiapas,0096129003,silver,CEDI-07 · Villahermosa
Chedraui,Chedraui,,20.650691,-105.2418194,Puerto Vallarta,Jalisco,0754682727,silver,CEDI-08 · Guadalajara
Chedraui,Chedraui,,21.1651663,-86.8434506,Cancun,Quintana Roo,0458618224,bronze,CEDI-03 · Merida
Chedraui,Chedraui,,21.1490671,-86.873348,Cancun,Quintana Roo,0252012860,silver,CEDI-03 · Merida
Chedraui,Chedraui,07:00-23:00,18.4516231,-96.3531775,Rancho Grande,Oaxaca,0961462365,gold,CEDI-05 · Veracruz
Chedraui,Chedraui,,19.6083837,-99.177642,Buenavista,Mexico,0866571734,bronze,CEDI-09 · Puebla
Chedraui,Chedraui,,19.0057747,-98.2669962,Tlazcalancingo,Puebla,0580197212,silver,CEDI-09 · Puebla
Chedraui,Chedraui,,19.5627358,-96.9037329,Xalapa de Enriquez,Veracruz,0750687269,silver,CEDI-05 · Veracruz
Chedraui,Chedraui,,20.7355557,-103.3500196,Zapopan,Jalisco,0556928070,bronze,CEDI-08 · Guadalajara
Super Che,Chedraui,Mo-Su 09:00-10:00,20.3994169,-89.5376698,Ticul,Yucatan,0751937262,bronze,CEDI-03 · Merida
Chedraui,Chedraui,,19.3590788,-99.063209,Iztapalapa,Mexico City,0043107354,bronze,CEDI-09 · Puebla
Chedraui,Chedraui,,17.9751294,-92.9632333,Villahermosa,Tabasco,0877623055,bronze,CEDI-07 · Villahermosa
Chedraui,Chedraui,,20.5095454,-87.2249206,Playa del Carmen,Quintana Roo,0707952210,silver,CEDI-03 · Merida
Super Chedraui,Chedraui,,17.9877402,-92.9149467,Villahermosa,Tabasco,0596439476,silver,CEDI-07 · Villahermosa
Chedraui,Chedraui,Mo-Su 07:00-23:00,17.9980423,-92.9216952,Villahermosa,Tabasco,0070886517,bronze,CEDI-07 · Villahermosa
Chedraui,Chedraui,,18.5206612,-88.3209624,Chetumal,Quintana Roo,0397256693,silver,CEDI-03 · Merida
Chedraui,Chedraui,,24.1428894,-110.3310278,La Paz,Baja California Sur,0046517315,gold,CEDI-01 · La Paz
Chedraui,Chedraui,Mo-Su 07:00-23:00,19.7096767,-101.1903935,Morelia,Michoacan,0261161246,silver,CEDI-10 · Santiago de Queretaro
Chedraui,Chedraui,,20.0700873,-97.0648454,Martinez de la Torre,Veracruz,0608511313,silver,CEDI-05 · Veracruz
Chedraui,Chedraui,,19.15993,-96.1333718,Veracruz,Veracruz,0585492509,silver,CEDI-05 · Veracruz
Chedraui,Chedraui,,19.1906283,-96.1347212,Veracruz,Veracruz,0905836626,silver,CEDI-05 · Veracruz
Chedraui,Chedraui,,19.3360235,-99.1584272,Coyoacan,Mexico City,0659898905,bronze,CEDI-09 · Puebla
Chedraui,Chedraui,,18.463918,-97.3865746,Tehuacan,Puebla,0630199654,silver,CEDI-05 · Veracruz
Super Che,Chedraui,"Mo-Su,PH 07:00-21:30",19.2040938,-100.1254622,Colonia Rincon Villa del Valle,Mexico,0137938361,bronze,CEDI-09 · Puebla
Chedraui,Chedraui,,19.60369,-99.0127504,Colonia el Salado,Mexico,0110263187,bronze,CEDI-09 · Puebla
Chedraui,Chedraui,,20.6823827,-103.433925,Guadalajara,Jalisco,0933474329,silver,CEDI-08 · Guadalajara
Chedraui,Chedraui,,17.9948013,-92.9442408,Villahermosa,Tabasco,0823634730,silver,CEDI-07 · Villahermosa
Chedraui,Chedraui,,24.0207226,-104.6463989,Victoria de Durango,Durango,0283022583,bronze,CEDI-06 · Victoria de Durango
Chedraui,Chedraui,,19.1757967,-96.1893534,Las Amapolas,Veracruz,0021166532,silver,CEDI-05 · Veracruz
Chedraui,Chedraui,,24.0463752,-104.6225793,Victoria de Durango,Durango,0483100272,bronze,CEDI-06 · Victoria de Durango
Chedraui,Chedraui,,18.1380624,-94.4999785,Centro de Readaptacion Social,Veracruz,0260522643,gold,CEDI-07 · Villahermosa
Chedraui,Chedraui,,19.8489907,-90.4953698,Campeche,Campeche,0595427796,bronze,CEDI-03 · Merida
Chedraui,Chedraui,,19.1704555,-96.1560725,Veracruz,Veracruz,0018850191,gold,CEDI-05 · Veracruz
Chedraui,Chedraui,,27.4844093,-99.5032731,Nuevo Laredo,Tamaulipas,0567900359,gold,CEDI-12 · Guadalupe
Chedraui,Chedraui,,19.1468678,-96.9674333,Huatusco de Chicuellar,Veracruz,0558850193,bronze,CEDI-05 · Veracruz
Chedraui,Chedraui,Mo-Su 07:00-22:00,18.8137518,-97.1686995,Ciudad Mendoza,Veracruz,0104100522,gold,CEDI-05 · Veracruz
Chedraui,Chedraui,,23.0439487,-109.7077048,San Jose del Cabo,Baja California Sur,0173395969,silver,CEDI-01 · La Paz
Chedraui,Chedraui,Mo-Su 07:00-23:00,18.8896379,-96.9475647,Cordoba,Veracruz,0666614951,silver,CEDI-05 · Veracruz
Chedraui,Chedraui,,18.893941,-96.9288657,Cordoba,Veracruz,0112062820,bronze,CEDI-05 · Veracruz
Chedraui,Chedraui,,18.8371764,-99.2248126,Temixco,Morelos,0166478046,bronze,CEDI-09 · Puebla
Chedraui,Chedraui,,20.0569746,-98.7769435,La Colonia,Hidalgo,0092887659,silver,CEDI-09 · Puebla
Chedraui,Chedraui,07:00-23:00,20.8466401,-86.8768856,Alfredo V. Bonfil,Quintana Roo,0619142989,gold,CEDI-03 · Merida
Chedraui,Chedraui,,20.7132016,-105.2736958,Las Jarretaderas,Nayarit,0905251261,silver,CEDI-08 · Guadalajara
Chedraui,Chedraui,,21.8551641,-102.293881,Aguascalientes,Aguascalientes,0476611765,silver,CEDI-10 · Santiago de Queretaro
Chedraui,Chedraui,,19.4006609,-98.9871739,Poligonos,Mexico,0874157858,bronze,CEDI-09 · Puebla
Chedraui,Chedraui,,19.2086581,-96.2238751,Fraccionamiento Costa Dorada,Veracruz,0670729959,silver,CEDI-05 · Veracruz
Chedraui,Chedraui,,19.4354047,-99.1101297,Venustiano Carranza,Mexico City,0590946061,silver,CEDI-09 · Puebla
Súper Chedraui,Chedraui,,14.682002,-92.1484128,Ciudad Hidalgo,Chiapas,0576640746,bronze,CEDI-07 · Villahermosa
Chedraui,Chedraui,,18.2674058,-93.2183146,Comalcalco,Tabasco,0667862736,silver,CEDI-07 · Villahermosa
Chedraui,Chedraui,,25.83627,-97.4994835,Heroica Matamoros,Tamaulipas,0694826236,silver,CEDI-12 · Guadalupe
Chedraui,Chedraui,,18.8327842,-99.1879009,Emiliano Zapata,Morelos,0183623104,bronze,CEDI-09 · Puebla
Chedraui,Chedraui,,16.7477885,-93.0748418,Tuxtla Gutierrez,Chiapas,0316875836,bronze,CEDI-07 · Villahermosa
Chedraui,Chedraui,,17.472336,-91.4255803,Tenosique de Pino Suarez,Tabasco,0643021864,gold,CEDI-07 · Villahermosa
Chedraui,Chedraui,,19.3166603,-98.2000858,Tlaxcala de Xicohtencatl,Tlaxcala,0192860307,silver,CEDI-09 · Puebla
Chedraui,Chedraui,Mo-Su 07:00-23:00,19.1570252,-96.1739978,Las Amapolas,Veracruz,0021611978,gold,CEDI-05 · Veracruz
Chedraui,Chedraui,,22.183323,-100.9522621,Soledad Diez Gutierrez,San Luis Potosi,0243500792,gold,CEDI-10 · Santiago de Queretaro
Chedraui,Chedraui,,23.1872667,-102.8795116,Fresnillo,Zacatecas,0816463431,gold,CEDI-06 · Victoria de Durango
Chedraui,Chedraui,,19.6448943,-99.1084113,Coacalco,Mexico,0585515587,silver,CEDI-09 · Puebla
Chedraui,Chedraui,,20.9510781,-97.4201091,Tuxpan de Rodriguez Cano,Veracruz,0040482628,gold,CEDI-02 · Tampico
Chedraui,Chedraui,,19.36028,-99.2930976,Cuajimalpa,Mexico City,0056410365,bronze,CEDI-09 · Puebla
Chedraui Selecto,Chedraui,Mo-Su 08:00-22:00,16.7712649,-99.7744674,10 de Abril,Guerrero,0428437207,silver,CEDI-09 · Puebla
Chedraui,Chedraui,"Mo-Su,PH 07:00-20:00+",19.4912188,-99.0668914,Gustavo A. Madero,Mexico City,0905294576,silver,CEDI-09 · Puebla
Chedraui,Chedraui,,19.776633,-98.5807851,Ciudad Sahagun,Hidalgo,0400938111,silver,CEDI-09 · Puebla
Chedraui,Chedraui,,20.5208788,-97.4507886,Poza Rica de Hidalgo,Veracruz,0295298576,bronze,CEDI-05 · Veracruz
Supercito Chedraui,Chedraui,,18.9003851,-96.9986628,Fortin de las Flores,Veracruz,0618789736,bronze,CEDI-05 · Veracruz
Super Chedraui,Chedraui,,19.1903752,-99.4645507,Capulhuac,Morelos,0899124543,silver,CEDI-09 · Puebla
Chedraui,Chedraui,,19.5495519,-96.9481624,Guadalupe Victoria,Veracruz,0965581471,bronze,CEDI-05 · Veracruz
Chedraui,Chedraui,,19.5209892,-96.8840783,Lomas Verdes,Veracruz,0476543362,gold,CEDI-05 · Veracruz
